"AUXLR125.Code.or.Value","AUXLR125.Value.Description","AUXLR125.Count","AUXLR125.Cumulative","AUXLR125.Skip.to.Item"
"-31 to 56","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
