"AUXLR282.Code.or.Value","AUXLR282.Value.Description","AUXLR282.Count","AUXLR282.Cumulative","AUXLR282.Skip.to.Item"
"-14 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
