"ORXH55.Code.or.Value","ORXH55.Value.Description","ORXH55.Count","ORXH55.Cumulative","ORXH55.Skip.to.Item"
"1","Positive",32,32,NA
"2","Negative",4378,4410,NA
"3","Not evaluated",386,4796,NA
".","Missing",0,4796,NA
