"AUXLR181.Code.or.Value","AUXLR181.Value.Description","AUXLR181.Count","AUXLR181.Cumulative","AUXLR181.Skip.to.Item"
"-11 to 76","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
