"AUXLR133.Code.or.Value","AUXLR133.Value.Description","AUXLR133.Count","AUXLR133.Cumulative","AUXLR133.Skip.to.Item"
"-37 to 38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
