"AUXLR243.Code.or.Value","AUXLR243.Value.Description","AUXLR243.Count","AUXLR243.Cumulative","AUXLR243.Skip.to.Item"
"-25 to 66","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
