"AUXLR157.Code.or.Value","AUXLR157.Value.Description","AUXLR157.Count","AUXLR157.Cumulative","AUXLR157.Skip.to.Item"
"-8 to 53","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
