"AUXLR217.Code.or.Value","AUXLR217.Value.Description","AUXLR217.Count","AUXLR217.Cumulative","AUXLR217.Skip.to.Item"
"-198 to 84","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
