"DBD080.Code.or.Value","DBD080.Value.Description","DBD080.Count","DBD080.Cumulative","DBD080.Skip.to.Item"
"1 to 1095","Range of Values",1729,1729,NA
"0","Never on a daily basis",134,1863,NA
"777777","Refused",0,1863,NA
"999999","Don't know",11,1874,NA
".","Missing",8248,10122,NA
