"AUXRR122.Code.or.Value","AUXRR122.Value.Description","AUXRR122.Count","AUXRR122.Cumulative","AUXRR122.Skip.to.Item"
"-78 to 52","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
