"AUDTYR31.Code.or.Value","AUDTYR31.Value.Description","AUDTYR31.Count","AUDTYR31.Cumulative","AUDTYR31.Skip.to.Item"
"0 to 1.91","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
