"DR1_040Z.Code.or.Value","DR1_040Z.Value.Description","DR1_040Z.Count","DR1_040Z.Cumulative","DR1_040Z.Skip.to.Item"
"1","Yes",83684,83684,NA
"2","No",36747,120431,NA
"7","Refused",0,120431,NA
"9","Don't know",2,120433,NA
".","Missing",1048,121481,NA
