"WBXA005.Code.or.Value","WBXA005.Value.Description","WBXA005.Count","WBXA005.Cumulative","WBXA005.Skip.to.Item"
"-7.5577 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
