"AUQ320.Code.or.Value","AUQ320.Value.Description","AUQ320.Count","AUQ320.Cumulative","AUQ320.Skip.to.Item"
"1","Always",154,154,NA
"2","Usually",56,210,NA
"3","About half the time",55,265,NA
"4","Seldom",69,334,NA
"5","Never",309,643,NA
"7","Refused",1,644,NA
"9","Don't know",2,646,NA
".","Missing",8251,8897,NA
