"CIQD017.Code.or.Value","CIQD017.Value.Description","CIQD017.Count","CIQD017.Cumulative","CIQD017.Skip.to.Item"
"1","Yes",22,22,""
"2","No",3,25,"CIDDSCOR"
"7","Refuse",0,25,"CIDDSCOR"
"9","Don't know",0,25,"CIDDSCOR"
".","Missing",825,850,""
