"CIQD096.Code.or.Value","CIQD096.Value.Description","CIQD096.Count","CIQD096.Cumulative","CIQD096.Skip.to.Item"
"0 to 360","Range of Values",96,96,NA
"777","Refused",0,96,NA
"999","Don't know",3,99,NA
".","Missing",679,778,NA
