"AUXLR272.Code.or.Value","AUXLR272.Value.Description","AUXLR272.Count","AUXLR272.Cumulative","AUXLR272.Skip.to.Item"
"-24 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
