"OHQ895.Code.or.Value","OHQ895.Value.Description","OHQ895.Count","OHQ895.Cumulative","OHQ895.Skip.to.Item"
"1","Within past year",851,851,NA
"2","Between 1 and 3 years ago",233,1084,NA
"3","Over 3 years ago",196,1280,NA
"7","Refused",0,1280,NA
"9","Don't know",9,1289,NA
".","Missing",8481,9770,NA
