"DBD411.Code.or.Value","DBD411.Value.Description","DBD411.Count","DBD411.Cumulative","DBD411.Skip.to.Item"
"1 to 5","Range of Values",1067,1067,""
"0","None",911,1978,"DBQ422"
"7777","Refused",0,1978,"DBQ422"
"9999","Don't know",6,1984,"DBQ422"
".","Missing",8165,10149,""
