"SXQ836.Code.or.Value","SXQ836.Value.Description","SXQ836.Count","SXQ836.Cumulative","SXQ836.Skip.to.Item"
"0 to 400","Range of Values",115,115,NA
"77777","Refused",0,115,NA
"99999","Don't know",0,115,NA
".","Missing",4942,5057,NA
