"TYXP113.Code.or.Value","TYXP113.Value.Description","TYXP113.Count","TYXP113.Cumulative","TYXP113.Skip.to.Item"
"-291 to 121","Range of Values",5486,5486,NA
".","Missing",99,5585,NA
