"AUXLR275.Code.or.Value","AUXLR275.Value.Description","AUXLR275.Count","AUXLR275.Cumulative","AUXLR275.Skip.to.Item"
"-20 to 104","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
