"MCQ035.Code.or.Value","MCQ035.Value.Description","MCQ035.Count","MCQ035.Cumulative","MCQ035.Skip.to.Item"
"1","Yes",873,873,""
"2","No",548,1421,"MCQ053"
"7","Refused",0,1421,"MCQ053"
"9","Don't know",30,1451,"MCQ053"
".","Missing",8658,10109,""
