"AUDTYR06.Code.or.Value","AUDTYR06.Value.Description","AUDTYR06.Count","AUDTYR06.Cumulative","AUDTYR06.Skip.to.Item"
"0 to 1.81","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
