"KIQ101.Code.or.Value","KIQ101.Value.Description","KIQ101.Count","KIQ101.Cumulative","KIQ101.Skip.to.Item"
"1","Yes",1225,1225,NA
"2","No",226,1451,NA
"7","Refused",2,1453,NA
"9","Don't know",15,1468,NA
".","Missing",918,2386,NA
