"RHQ582.Code.or.Value","RHQ582.Value.Description","RHQ582.Count","RHQ582.Cumulative","RHQ582.Skip.to.Item"
"25 to 67","Range of Values",42,42,NA
"777","Refused",0,42,NA
"999","Don't know",1,43,NA
".","Missing",3521,3564,NA
