"MCQ092.Code.or.Value","MCQ092.Value.Description","MCQ092.Count","MCQ092.Cumulative","MCQ092.Skip.to.Item"
"1","Yes",692,692,""
"2","No",7638,8330,"MCQ140"
"7","Refused",0,8330,"MCQ140"
"9","Don't know",81,8411,"MCQ140"
".","Missing",1411,9822,""
