"AUXLR139.Code.or.Value","AUXLR139.Value.Description","AUXLR139.Count","AUXLR139.Cumulative","AUXLR139.Skip.to.Item"
"-19 to 47","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
