"AUQ260.Code.or.Value","AUQ260.Value.Description","AUQ260.Count","AUQ260.Cumulative","AUQ260.Skip.to.Item"
"1","Yes",115,115,NA
"2","No",564,679,NA
"7","Refused",0,679,NA
"9","Don't know",5,684,NA
".","Missing",8680,9364,NA
