"AUXLR211.Code.or.Value","AUXLR211.Value.Description","AUXLR211.Count","AUXLR211.Cumulative","AUXLR211.Skip.to.Item"
"-31 to 44","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
