"AUXRR280.Code.or.Value","AUXRR280.Value.Description","AUXRR280.Count","AUXRR280.Cumulative","AUXRR280.Skip.to.Item"
"-17 to 39","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
