"DBQ330.Code.or.Value","DBQ330.Value.Description","DBQ330.Count","DBQ330.Cumulative","DBQ330.Skip.to.Item"
"1","Yes",118,118,NA
"2","No",2034,2152,NA
"7","Refused",1,2153,NA
"9","Don't know",0,2153,NA
".","Missing",7996,10149,NA
