"AUXLR216.Code.or.Value","AUXLR216.Value.Description","AUXLR216.Count","AUXLR216.Cumulative","AUXLR216.Skip.to.Item"
"-52 to 49","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
