"KIQ490.Code.or.Value","KIQ490.Value.Description","KIQ490.Count","KIQ490.Cumulative","KIQ490.Skip.to.Item"
"1","Yes",253,253,NA
"2","No",1834,2087,NA
"7","Refused",0,2087,NA
"9","Don't know",6,2093,NA
".","Missing",191,2284,NA
