"AUDTYR79.Code.or.Value","AUDTYR79.Value.Description","AUDTYR79.Count","AUDTYR79.Cumulative","AUDTYR79.Skip.to.Item"
"0 to 1.34","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
