"RHQ330.Code.or.Value","RHQ330.Value.Description","RHQ330.Count","RHQ330.Cumulative","RHQ330.Skip.to.Item"
"11 to 85","Range of Values",366,366,NA
"777","Refused",0,366,NA
"999","Don't know",8,374,NA
".","Missing",3190,3564,NA
