"TYXP203.Code.or.Value","TYXP203.Value.Description","TYXP203.Count","TYXP203.Cumulative","TYXP203.Skip.to.Item"
"-296 to -15","Range of Values",688,688,NA
".","Missing",7781,8469,NA
