"LBD028LC.Code.or.Value","LBD028LC.Value.Description","LBD028LC.Count","LBD028LC.Cumulative","LBD028LC.Skip.to.Item"
"0","At or above the detection limit",201,201,NA
"1","Below lower detection limit",50,251,NA
".","Missing",0,251,NA
