"AUDTYL43.Code.or.Value","AUDTYL43.Value.Description","AUDTYL43.Count","AUDTYL43.Cumulative","AUDTYL43.Skip.to.Item"
"0 to 2.84","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
