"TYXP166.Code.or.Value","TYXP166.Value.Description","TYXP166.Count","TYXP166.Cumulative","TYXP166.Skip.to.Item"
"-293 to 179","Range of Values",1708,1708,NA
".","Missing",3877,5585,NA
