"AUDTYR52.Code.or.Value","AUDTYR52.Value.Description","AUDTYR52.Count","AUDTYR52.Cumulative","AUDTYR52.Skip.to.Item"
"0 to 3.53","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
