"TYXP159.Code.or.Value","TYXP159.Value.Description","TYXP159.Count","TYXP159.Cumulative","TYXP159.Skip.to.Item"
"-298 to 10","Range of Values",5036,5036,NA
".","Missing",3433,8469,NA
