"RHQ163.Code.or.Value","RHQ163.Value.Description","RHQ163.Count","RHQ163.Cumulative","RHQ163.Skip.to.Item"
"15 to 44","Range of Values",177,177,NA
"14","14 years or under",0,177,NA
"45","45 years or older",0,177,NA
"777","Refused",0,177,NA
"999","Don't know",0,177,NA
".","Missing",3109,3286,NA
