"FSD230.Code.or.Value","FSD230.Value.Description","FSD230.Count","FSD230.Cumulative","FSD230.Skip.to.Item"
"1","Yes",2608,2608,""
"2","No",367,2975,"FSD795"
"7","Refused",0,2975,"FSD795"
"9","Don't know",2,2977,"FSD795"
".","Missing",6994,9971,""
