"DBQ730.Code.or.Value","DBQ730.Value.Description","DBQ730.Count","DBQ730.Cumulative","DBQ730.Skip.to.Item"
"1","Yes",4405,4405,NA
"2","No",1666,6071,NA
"7","Refused",1,6072,NA
"9","Don't know",8,6080,NA
".","Missing",4268,10348,NA
