"AUDTYR57.Code.or.Value","AUDTYR57.Value.Description","AUDTYR57.Count","AUDTYR57.Cumulative","AUDTYR57.Skip.to.Item"
"0 to 3.56","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
