"AUXRR172.Code.or.Value","AUXRR172.Value.Description","AUXRR172.Count","AUXRR172.Cumulative","AUXRR172.Skip.to.Item"
"-44 to 67","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
