"AUXRR226.Code.or.Value","AUXRR226.Value.Description","AUXRR226.Count","AUXRR226.Cumulative","AUXRR226.Skip.to.Item"
"-53 to 55","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
