"AUXRR180.Code.or.Value","AUXRR180.Value.Description","AUXRR180.Count","AUXRR180.Cumulative","AUXRR180.Skip.to.Item"
"-47 to 91","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
