"AUXRR161.Code.or.Value","AUXRR161.Value.Description","AUXRR161.Count","AUXRR161.Cumulative","AUXRR161.Skip.to.Item"
"-7 to 96","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
