"SXQ645.Code.or.Value","SXQ645.Value.Description","SXQ645.Count","SXQ645.Cumulative","SXQ645.Skip.to.Item"
"1","Never",1577,1577,NA
"2","Rarely",138,1715,NA
"3","Usually",80,1795,NA
"4","Always",153,1948,NA
"5","Unsure",35,1983,NA
"7","Refused",0,1983,NA
"9","Don't know",0,1983,NA
".","Missing",2813,4796,NA
