"AUXLR132.Code.or.Value","AUXLR132.Value.Description","AUXLR132.Count","AUXLR132.Cumulative","AUXLR132.Skip.to.Item"
"-33 to 76","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
