"AUQ540.Code.or.Value","AUQ540.Value.Description","AUQ540.Count","AUQ540.Cumulative","AUQ540.Skip.to.Item"
"1","Yes",170,170,NA
"2","No",800,970,NA
"7","Refused",0,970,NA
"9","Don't know",5,975,NA
".","Missing",2156,3131,NA
