"CBQ060.Code.or.Value","CBQ060.Value.Description","CBQ060.Count","CBQ060.Cumulative","CBQ060.Skip.to.Item"
"1","Always",3829,3829,NA
"2","Most of the time",1498,5327,NA
"3","Sometimes",2135,7462,NA
"4","Rarely",1498,8960,NA
"5","Never",1441,10401,NA
"77","Refused",11,10412,NA
"99","Don't know",15,10427,NA
".","Missing",110,10537,NA
