"AUXRR235.Code.or.Value","AUXRR235.Value.Description","AUXRR235.Count","AUXRR235.Cumulative","AUXRR235.Skip.to.Item"
"-23 to 49","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
