"RHQ200.Code.or.Value","RHQ200.Value.Description","RHQ200.Count","RHQ200.Cumulative","RHQ200.Skip.to.Item"
"1","Yes",51,51,"RHD230"
"2","No",123,174,""
"7","Refused",0,174,""
"9","Don't know",0,174,""
".","Missing",3390,3564,""
