"RHQ556.Code.or.Value","RHQ556.Value.Description","RHQ556.Count","RHQ556.Cumulative","RHQ556.Skip.to.Item"
"17 to 82","Range of Values",380,380,NA
"777","Refused",0,380,NA
"999","Don't know",9,389,NA
".","Missing",3175,3564,NA
