"AUDTYR27.Code.or.Value","AUDTYR27.Value.Description","AUDTYR27.Count","AUDTYR27.Cumulative","AUDTYR27.Skip.to.Item"
"0 to 2.03","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
