"SXQ724.Code.or.Value","SXQ724.Value.Description","SXQ724.Count","SXQ724.Cumulative","SXQ724.Skip.to.Item"
"1 to 80","Range of Values",1631,1631,NA
"100","100 or more",10,1641,NA
"77777","Refused",0,1641,NA
"99999","Don't know",1,1642,NA
".","Missing",3201,4843,NA
