"AUXRR228.Code.or.Value","AUXRR228.Value.Description","AUXRR228.Count","AUXRR228.Cumulative","AUXRR228.Skip.to.Item"
"-15 to 45","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
