"TYXA140.Code.or.Value","TYXA140.Value.Description","TYXA140.Count","TYXA140.Cumulative","TYXA140.Skip.to.Item"
"0.09 to 6.376","Range of Values",4315,4315,NA
".","Missing",1270,5585,NA
