"SXQ753.Code.or.Value","SXQ753.Value.Description","SXQ753.Count","SXQ753.Cumulative","SXQ753.Skip.to.Item"
"1","Yes",135,135,NA
"2","No",1633,1768,NA
"7","Refused",0,1768,NA
"9","Don't know",0,1768,NA
".","Missing",3534,5302,NA
