"DBD100.Code.or.Value","DBD100.Value.Description","DBD100.Count","DBD100.Cumulative","DBD100.Skip.to.Item"
"1","Rarely",2528,2528,NA
"2","Occasionally",1486,4014,NA
"3","Very often",817,4831,NA
"7","Refused",0,4831,NA
"9","Don't know",9,4840,NA
".","Missing",4498,9338,NA
