"AUXRR259.Code.or.Value","AUXRR259.Value.Description","AUXRR259.Count","AUXRR259.Cumulative","AUXRR259.Skip.to.Item"
"-55 to 59","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
